hcw_wash_rate,n_betas,mean,std,max,median,nonzero_mean,disease_free(%)
0.7,50,"[0.88, 68.14, 19.06, 20.68, 39.14, 22.88, 34.46, 20.7, 32.46, 26.66, 20.66, 32.5, 27.38, 30.18, 24.94, 26.44, 31.92, 24.4, 27.2, 27.9, 28.26, 31.66, 20.72, 26.86, 30.22, 24.2, 27.82, 31.12, 30.16, 24.44, 23.12, 34.38, 24.0, 30.36, 21.0, 27.78]","[1.303683948177124, 12.54707055817559, 6.750389255594142, 6.67141327621373, 13.246501270840058, 6.826239888870605, 12.892348624716307, 6.6952618031145645, 11.913309312508854, 8.13310192600434, 6.711580001940599, 12.74914963150604, 7.406257696112422, 12.101087824266555, 7.760207234767034, 7.58397881681361, 12.298730646298589, 7.202607237688874, 11.232242220773307, 8.53384617931709, 10.85490578456749, 9.503189582708428, 6.782450342837846, 11.317333644296545, 10.77656186890261, 6.682294607729428, 10.682218679579975, 9.713529382321571, 10.310208929176232, 9.26736648852591, 7.347469368595488, 11.953805644553334, 7.884368415169503, 11.36187682110483, 7.001457574195912, 11.468305926174384]","[5.0, 84.0, 28.0, 28.0, 54.0, 31.0, 49.0, 29.0, 47.0, 39.0, 28.0, 48.0, 36.0, 45.0, 33.0, 36.0, 47.0, 33.0, 41.0, 40.0, 43.0, 43.0, 31.0, 44.0, 44.0, 34.0, 40.0, 43.0, 44.0, 37.0, 35.0, 49.0, 35.0, 43.0, 31.0, 44.0]","[0.0, 70.0, 20.5, 22.0, 40.5, 24.5, 36.0, 22.0, 35.0, 28.0, 22.0, 34.0, 29.0, 31.5, 26.5, 27.0, 34.0, 26.0, 29.0, 29.5, 30.0, 34.5, 22.0, 26.5, 32.0, 25.0, 31.0, 32.5, 31.5, 26.5, 24.0, 37.0, 24.5, 34.0, 22.0, 28.0]","[np.float64(2.2), np.float64(68.14), np.float64(19.448979591836736), np.float64(21.102040816326532), np.float64(39.93877551020408), np.float64(23.346938775510203), np.float64(35.16326530612245), np.float64(21.122448979591837), np.float64(33.12244897959184), np.float64(27.20408163265306), np.float64(21.081632653061224), np.float64(33.16326530612245), np.float64(27.93877551020408), np.float64(30.79591836734694), np.float64(25.448979591836736), np.float64(26.979591836734695), np.float64(32.57142857142857), np.float64(24.897959183673468), np.float64(27.755102040816325), np.float64(28.46938775510204), np.float64(28.836734693877553), np.float64(32.30612244897959), np.float64(21.142857142857142), np.float64(27.408163265306122), np.float64(30.836734693877553), np.float64(24.693877551020407), np.float64(28.387755102040817), np.float64(31.755102040816325), np.float64(30.775510204081634), np.float64(24.93877551020408), np.float64(23.591836734693878), np.float64(35.08163265306123), np.float64(24.489795918367346), np.float64(30.979591836734695), np.float64(21.428571428571427), np.float64(28.346938775510203)]","[np.float64(60.0), np.float64(0.0), np.float64(2.0), np.float64(2.0), np.float64(2.0), np.float64(2.0), np.float64(2.0), np.float64(2.0), np.float64(2.0), np.float64(2.0), np.float64(2.0), np.float64(2.0), np.float64(2.0), np.float64(2.0), np.float64(2.0), np.float64(2.0), np.float64(2.0), np.float64(2.0), np.float64(2.0), np.float64(2.0), np.float64(2.0), np.float64(2.0), np.float64(2.0), np.float64(2.0), np.float64(2.0), np.float64(2.0), np.float64(2.0), np.float64(2.0), np.float64(2.0), np.float64(2.0), np.float64(2.0), np.float64(2.0), np.float64(2.0), np.float64(2.0), np.float64(2.0), np.float64(2.0)]"
0.8,50,"[0.18, 42.58, 5.86, 7.38, 12.76, 9.38, 9.92, 7.18, 9.2, 9.72, 6.56, 10.18, 10.0, 9.02, 8.52, 10.06, 9.5, 8.26, 8.2, 9.64, 8.5, 10.78, 7.22, 6.72, 9.34, 9.18, 8.58, 10.74, 11.24, 6.72, 7.98, 10.98, 8.62, 8.84, 6.04, 7.26]","[0.4375255094603873, 13.363199543553048, 6.782360073253653, 6.986546839082513, 13.565502465550518, 7.466633260372302, 12.13334080884871, 7.230011149679494, 10.877799897600843, 10.022505287845847, 7.429010976007013, 10.849038328490746, 9.80420567815628, 10.314424217510904, 8.785981412896064, 9.132605860099204, 11.047670361128779, 9.02108640907513, 8.939707341235435, 10.032111707219096, 9.575159187678697, 11.602761810562734, 7.290726567191436, 9.557644659045001, 10.40331579794811, 8.807904613100064, 9.417937726509354, 11.026517203208504, 10.031704842189901, 8.868748157296553, 7.996147031348209, 12.066972973148399, 8.20873104116114, 10.706397095919344, 7.9435765347395835, 9.89085332981117]","[2.0, 79.0, 24.0, 26.0, 50.0, 28.0, 44.0, 27.0, 40.0, 35.0, 26.0, 42.0, 34.0, 40.0, 31.0, 33.0, 42.0, 31.0, 36.0, 36.0, 36.0, 38.0, 27.0, 37.0, 36.0, 30.0, 38.0, 39.0, 40.0, 32.0, 27.0, 44.0, 31.0, 41.0, 27.0, 35.0]","[0.0, 38.0, 3.0, 5.0, 7.0, 8.0, 5.0, 5.0, 4.0, 5.0, 4.0, 6.0, 6.0, 5.0, 5.0, 8.0, 5.0, 4.0, 5.0, 5.0, 5.0, 6.0, 5.0, 2.0, 6.0, 5.0, 5.0, 6.5, 8.0, 3.0, 5.0, 6.0, 6.0, 5.0, 1.0, 2.5]","[np.float64(1.125), np.float64(42.58), np.float64(7.325), np.float64(9.0), np.float64(15.560975609756097), np.float64(10.906976744186046), np.float64(12.4), np.float64(8.75609756097561), np.float64(11.5), np.float64(11.853658536585366), np.float64(8.0), np.float64(12.414634146341463), np.float64(12.195121951219512), np.float64(11.275), np.float64(10.390243902439025), np.float64(12.268292682926829), np.float64(11.585365853658537), np.float64(10.325), np.float64(10.25), np.float64(11.75609756097561), np.float64(10.625), np.float64(13.146341463414634), np.float64(9.025), np.float64(12.0), np.float64(11.675), np.float64(11.475), np.float64(10.463414634146341), np.float64(13.097560975609756), np.float64(13.707317073170731), np.float64(11.586206896551724), np.float64(9.975), np.float64(13.390243902439025), np.float64(10.512195121951219), np.float64(11.05), np.float64(11.185185185185185), np.float64(11.709677419354838)]","[np.float64(84.0), np.float64(0.0), np.float64(20.0), np.float64(18.0), np.float64(18.0), np.float64(14.000000000000002), np.float64(20.0), np.float64(18.0), np.float64(20.0), np.float64(18.0), np.float64(18.0), np.float64(18.0), np.float64(18.0), np.float64(20.0), np.float64(18.0), np.float64(18.0), np.float64(18.0), np.float64(20.0), np.float64(20.0), np.float64(18.0), np.float64(20.0), np.float64(18.0), np.float64(20.0), np.float64(44.0), np.float64(20.0), np.float64(20.0), np.float64(18.0), np.float64(18.0), np.float64(18.0), np.float64(42.0), np.float64(20.0), np.float64(18.0), np.float64(18.0), np.float64(20.0), np.float64(46.0), np.float64(38.0)]"
0.9,50,"[0.0, 24.4, 5.72, 1.02, 1.3, 1.6, 0.5, 0.66, 0.46, 0.94, 0.34, 0.98, 0.98, 0.62, 0.94, 1.06, 0.92, 0.46, 0.66, 0.9, 0.54, 1.0, 0.5, 0.1, 0.64, 0.66, 0.96, 1.06, 1.42, 0.2, 0.64, 1.12, 0.8, 0.5, 0.04, 0.24]","[0.0, 11.505100909543366, 9.456754415846524, 2.368931559731914, 2.3057160559384244, 2.432769480846629, 1.2975644374703537, 1.2874591334905208, 1.1816626128520125, 1.6214128381867265, 0.981668716720542, 2.035300709868651, 1.7319329769753475, 1.6021669000170373, 1.608776947033405, 1.8780145834125475, 1.664025117549833, 1.1642638034748107, 1.5200698157972738, 1.6193977212506623, 1.3881422029137382, 1.749635530559413, 1.2975644374703537, 0.5050762722761052, 1.5748015748023616, 1.6612019253343926, 1.653197273313078, 2.024442478051371, 2.5402072870583785, 0.728431359084683, 1.453496839083074, 2.016665261145291, 1.6162440712835373, 1.3286482312670196, 0.19794866372215753, 0.9160696881075087]","[0.0, 38.0, 28.0, 14.0, 8.0, 8.0, 5.0, 5.0, 4.0, 6.0, 5.0, 7.0, 7.0, 6.0, 5.0, 6.0, 6.0, 4.0, 5.0, 6.0, 5.0, 6.0, 5.0, 3.0, 6.0, 5.0, 5.0, 9.0, 8.0, 4.0, 5.0, 6.0, 6.0, 5.0, 1.0, 5.0]","[0.0, 28.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, np.float64(25.95744680851064), np.float64(10.592592592592593), np.float64(3.1875), np.float64(4.333333333333333), np.float64(3.8095238095238093), np.float64(3.5714285714285716), np.float64(2.2), np.float64(3.2857142857142856), np.float64(3.1333333333333333), np.float64(2.4285714285714284), np.float64(3.2666666666666666), np.float64(3.2666666666666666), np.float64(4.428571428571429), np.float64(3.1333333333333333), np.float64(3.533333333333333), np.float64(3.066666666666667), np.float64(3.2857142857142856), np.float64(3.6666666666666665), np.float64(3.2142857142857144), np.float64(3.857142857142857), np.float64(3.3333333333333335), np.float64(3.5714285714285716), np.float64(2.5), np.float64(4.0), np.float64(4.714285714285714), np.float64(3.2), np.float64(3.533333333333333), np.float64(4.733333333333333), np.float64(2.0), np.float64(3.2), np.float64(3.7333333333333334), np.float64(2.6666666666666665), np.float64(3.5714285714285716), np.float64(1.0), np.float64(2.4)]","[np.float64(100.0), np.float64(6.0), np.float64(46.0), np.float64(68.0), np.float64(70.0), np.float64(57.99999999999999), np.float64(86.0), np.float64(70.0), np.float64(86.0), np.float64(70.0), np.float64(86.0), np.float64(70.0), np.float64(70.0), np.float64(86.0), np.float64(70.0), np.float64(70.0), np.float64(70.0), np.float64(86.0), np.float64(82.0), np.float64(72.0), np.float64(86.0), np.float64(70.0), np.float64(86.0), np.float64(96.0), np.float64(84.0), np.float64(86.0), np.float64(70.0), np.float64(70.0), np.float64(70.0), np.float64(90.0), np.float64(80.0), np.float64(70.0), np.float64(70.0), np.float64(86.0), np.float64(96.0), np.float64(90.0)]"
0.95,50,"[0.0, 6.52, 11.12, 6.16, 3.72, 1.46, 1.04, 0.3, 0.12, 0.36, 0.18, 0.38, 0.28, 0.26, 0.32, 0.4, 0.28, 0.2, 0.26, 0.32, 0.2, 0.34, 0.2, 0.14, 0.24, 0.28, 0.26, 0.42, 0.44, 0.14, 0.24, 0.32, 0.34, 0.26, 0.0, 0.16]","[0.0, 9.463657661101792, 8.963964137658321, 8.284137781055444, 7.586346489663156, 3.709942515644651, 4.085614384393022, 1.0546302185881005, 0.6272713828600042, 1.3666583706401605, 0.8002550613806239, 1.4412296337304682, 1.1255837487766973, 1.1214058232451631, 1.150687460891559, 1.5518257844571726, 1.0505586463342986, 0.9035079029052507, 1.065411676684804, 1.1856282240712257, 0.9035079029052508, 1.2389923489740875, 0.9897433186107866, 0.6391959234627744, 1.0214035960982562, 1.16128008188009, 1.0263865683820599, 1.5265005999450685, 1.6801360489130475, 0.6064281507654611, 1.0214035960982562, 1.1328130058056578, 1.3493762731464536, 1.1214058232451631, 0.0, 0.7917946548886301]","[0.0, 35.0, 27.0, 26.0, 26.0, 20.0, 23.0, 5.0, 4.0, 7.0, 4.0, 6.0, 6.0, 6.0, 5.0, 8.0, 5.0, 5.0, 5.0, 6.0, 5.0, 6.0, 5.0, 4.0, 5.0, 6.0, 5.0, 7.0, 8.0, 3.0, 5.0, 5.0, 7.0, 6.0, 0.0, 4.0]","[0.0, 0.5, 11.5, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, np.float64(13.04), np.float64(14.256410256410257), np.float64(9.935483870967742), np.float64(11.625), np.float64(7.3), np.float64(10.4), np.float64(3.0), np.float64(3.0), np.float64(4.5), np.float64(3.0), np.float64(4.75), np.float64(3.5), np.float64(4.333333333333333), np.float64(4.0), np.float64(5.0), np.float64(3.5), np.float64(3.3333333333333335), np.float64(4.333333333333333), np.float64(4.0), np.float64(3.3333333333333335), np.float64(4.25), np.float64(5.0), np.float64(2.3333333333333335), np.float64(4.0), np.float64(4.666666666666667), np.float64(3.25), np.float64(5.25), np.float64(5.5), np.float64(2.3333333333333335), np.float64(4.0), np.float64(4.0), np.float64(4.25), np.float64(4.333333333333333), 0.0, np.float64(4.0)]","[np.float64(100.0), np.float64(50.0), np.float64(22.0), np.float64(38.0), np.float64(68.0), np.float64(80.0), np.float64(90.0), np.float64(90.0), np.float64(96.0), np.float64(92.0), np.float64(94.0), np.float64(92.0), np.float64(92.0), np.float64(94.0), np.float64(92.0), np.float64(92.0), np.float64(92.0), np.float64(94.0), np.float64(94.0), np.float64(92.0), np.float64(94.0), np.float64(92.0), np.float64(96.0), np.float64(94.0), np.float64(94.0), np.float64(94.0), np.float64(92.0), np.float64(92.0), np.float64(92.0), np.float64(94.0), np.float64(94.0), np.float64(92.0), np.float64(92.0), np.float64(94.0), np.float64(100.0), np.float64(96.0)]"
1.0,50,"[0.0, 0.0, 0.0, 0.04, 0.04, 0.0, 0.0, 0.0, 0.04, 0.06, 0.04, 0.04, 0.02, 0.02, 0.02, 0.04, 0.02, 0.02, 0.02, 0.0, 0.0, 0.02, 0.02, 0.02, 0.02, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02, 0.02, 0.0]","[0.0, 0.0, 0.0, 0.2828427124746188, 0.2828427124746188, 0.0, 0.0, 0.0, 0.2828427124746188, 0.42426406871192884, 0.2828427124746188, 0.2828427124746188, 0.1414213562373094, 0.1414213562373094, 0.1414213562373094, 0.2828427124746188, 0.1414213562373094, 0.1414213562373094, 0.1414213562373094, 0.0, 0.0, 0.1414213562373094, 0.1414213562373094, 0.1414213562373094, 0.1414213562373094, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1414213562373094, 0.1414213562373094, 0.0]","[0.0, 0.0, 0.0, 2.0, 2.0, 0.0, 0.0, 0.0, 2.0, 3.0, 2.0, 2.0, 1.0, 1.0, 1.0, 2.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, np.float64(2.0), np.float64(2.0), 0.0, 0.0, 0.0, np.float64(2.0), np.float64(3.0), np.float64(2.0), np.float64(2.0), np.float64(1.0), np.float64(1.0), np.float64(1.0), np.float64(2.0), np.float64(1.0), np.float64(1.0), np.float64(1.0), 0.0, 0.0, np.float64(1.0), np.float64(1.0), np.float64(1.0), np.float64(1.0), 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, np.float64(1.0), np.float64(1.0), 0.0]","[np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(98.0), np.float64(98.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(98.0), np.float64(98.0), np.float64(98.0), np.float64(98.0), np.float64(98.0), np.float64(98.0), np.float64(98.0), np.float64(98.0), np.float64(98.0), np.float64(98.0), np.float64(98.0), np.float64(100.0), np.float64(100.0), np.float64(98.0), np.float64(98.0), np.float64(98.0), np.float64(98.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(100.0), np.float64(98.0), np.float64(98.0), np.float64(100.0)]"
