day,patients,patient_C,patient_S,patient_isolated,patient_positive,patient_preinfection,hcws,hcw_C,goo,goo_C,beds,filled_beds,filled_sick_beds,empty_isolated_beds,daily_hcw_infections,cumulative_sick_patients,cumulative_patients,move2isol,daily_discharges,daily_admissions,prob_transmission,iteration
763,30,2,28,16,2,2,19,0,30,0,30,30,2,0,0,102,1614,4,4,4,0.04,1
764,30,2,28,16,2,2,19,0,30,0,30,30,2,0,0,102,1617,4,3,3,0.04,1
765,30,0,30,16,0,0,19,0,30,0,30,30,0,0,0,102,1619,4,2,2,0.04,1
766,29,0,29,16,0,0,19,0,30,0,30,29,0,0,0,102,1620,4,2,1,0.04,1
767,30,0,30,16,0,0,19,0,30,0,30,30,0,0,0,102,1622,4,1,2,0.04,1
768,29,0,29,16,0,0,19,0,30,0,30,29,0,0,0,102,1624,4,3,2,0.04,1
769,30,0,30,16,0,0,19,0,30,0,30,30,0,0,0,102,1625,4,0,1,0.04,1
770,30,0,30,16,0,0,19,0,30,0,30,30,0,0,0,102,1627,4,2,2,0.04,1
771,29,0,29,15,0,0,19,0,30,0,30,29,0,1,0,102,1628,4,2,1,0.04,1
772,29,0,29,15,0,0,19,0,30,0,30,29,0,1,0,102,1631,4,3,3,0.04,1
773,30,0,30,16,0,0,19,0,30,0,30,30,0,0,0,102,1636,4,4,5,0.04,1
774,30,0,30,16,0,0,19,0,30,0,30,30,0,0,0,102,1637,4,1,1,0.04,1
775,30,0,30,16,0,0,19,0,30,0,30,30,0,0,0,102,1638,4,1,1,0.04,1
776,30,0,30,16,0,0,19,0,30,0,30,30,0,0,0,102,1640,4,2,2,0.04,1
777,30,0,30,16,0,0,19,0,30,0,30,30,0,0,0,102,1644,4,4,4,0.04,1
778,30,0,30,16,0,0,19,0,30,0,30,30,0,0,0,102,1647,4,3,3,0.04,1
779,29,0,29,16,0,0,19,0,30,0,30,29,0,0,0,102,1648,4,2,1,0.04,1
780,30,0,30,16,0,0,19,0,30,0,30,30,0,0,0,102,1650,4,1,2,0.04,1
781,29,1,28,16,1,1,19,0,30,0,30,29,1,0,0,103,1651,4,2,1,0.04,1
782,29,1,28,16,1,1,19,0,30,0,30,29,1,0,0,103,1653,4,2,2,0.04,1
783,30,1,29,16,1,1,19,0,30,0,30,30,1,0,0,103,1655,4,1,2,0.04,1
784,30,1,29,16,1,1,19,0,30,0,30,30,1,0,0,103,1657,4,2,2,0.04,1
785,29,1,28,16,1,1,19,0,30,0,30,29,1,0,0,103,1657,4,1,0,0.04,1
786,29,1,28,15,1,1,19,0,30,0,30,29,1,1,0,103,1660,4,3,3,0.04,1
787,29,1,28,16,1,1,19,0,30,0,30,29,1,0,0,103,1665,4,5,5,0.04,1
788,30,1,29,16,1,1,19,0,30,0,30,30,1,0,0,103,1667,4,1,2,0.04,1
789,30,1,29,16,1,1,19,0,30,0,30,30,1,0,0,103,1668,4,1,1,0.04,1
790,29,1,28,15,1,1,19,0,30,0,30,29,1,1,0,103,1669,4,2,1,0.04,1
791,28,1,27,15,1,1,19,0,30,0,30,28,1,1,0,103,1672,4,4,3,0.04,1
792,30,1,29,16,1,1,19,0,30,0,30,30,1,0,0,103,1677,4,3,5,0.04,1
793,30,1,29,16,1,1,19,0,30,0,30,30,1,0,0,103,1678,4,1,1,0.04,1
794,30,1,29,16,1,1,19,0,30,0,30,30,1,0,0,103,1680,4,2,2,0.04,1
795,29,0,29,16,0,0,19,0,30,0,30,29,0,0,0,103,1680,4,1,0,0.04,1
796,30,0,30,16,0,0,19,0,30,0,30,30,0,0,0,103,1683,4,2,3,0.04,1
797,30,0,30,16,0,0,19,0,30,0,30,30,0,0,0,103,1685,4,2,2,0.04,1
798,30,0,30,16,0,0,19,0,30,0,30,30,0,0,0,103,1687,4,2,2,0.04,1
799,30,0,30,16,0,0,19,0,30,0,30,30,0,0,0,103,1687,4,0,0,0.04,1
800,29,0,29,15,0,0,19,0,30,0,30,29,0,1,0,103,1689,4,3,2,0.04,1
801,29,0,29,16,0,0,19,0,30,0,30,29,0,0,0,103,1694,4,5,5,0.04,1
802,30,0,30,16,0,0,19,0,30,0,30,30,0,0,0,103,1697,4,2,3,0.04,1
803,30,0,30,16,0,0,19,0,30,0,30,30,0,0,0,103,1698,4,1,1,0.04,1
804,30,0,30,16,0,0,19,0,30,0,30,30,0,0,0,103,1699,4,1,1,0.04,1
805,30,0,30,16,0,0,19,0,30,0,30,30,0,0,0,103,1702,4,3,3,0.04,1
806,30,0,30,16,0,0,19,0,30,0,30,30,0,0,0,103,1707,4,5,5,0.04,1
807,29,0,29,15,0,0,19,0,30,0,30,29,0,1,0,103,1707,4,1,0,0.04,1
808,30,0,30,16,0,0,19,0,30,0,30,30,0,0,0,103,1710,4,2,3,0.04,1
809,30,0,30,16,0,0,19,0,30,0,30,30,0,0,0,103,1710,4,0,0,0.04,1
810,30,0,30,16,0,0,19,0,30,0,30,30,0,0,0,103,1713,4,3,3,0.04,1
811,30,0,30,16,0,0,19,0,30,0,30,30,0,0,0,103,1715,4,2,2,0.04,1
812,30,0,30,16,0,0,19,0,30,0,30,30,0,0,0,103,1717,4,2,2,0.04,1
813,30,0,30,16,0,0,19,0,30,0,30,30,0,0,0,103,1717,4,0,0,0.04,1
814,30,0,30,16,0,0,19,0,30,0,30,30,0,0,0,103,1719,4,2,2,0.04,1
815,30,0,30,16,0,0,19,0,30,0,30,30,0,0,0,103,1724,4,5,5,0.04,1
816,30,0,30,16,0,0,19,0,30,0,30,30,0,0,0,103,1727,4,3,3,0.04,1
817,29,0,29,15,0,0,19,0,30,0,30,29,0,1,0,103,1727,4,1,0,0.04,1
818,30,0,30,16,0,0,19,0,30,0,30,30,0,0,0,103,1729,4,1,2,0.04,1
819,30,0,30,16,0,0,19,0,30,0,30,30,0,0,0,103,1732,4,3,3,0.04,1
820,29,0,29,15,0,0,19,0,30,0,30,29,0,1,0,103,1736,4,5,4,0.04,1
821,30,0,30,16,0,0,19,0,30,0,30,30,0,0,0,103,1737,4,0,1,0.04,1
822,30,0,30,16,0,0,19,0,30,0,30,30,0,0,0,103,1740,4,3,3,0.04,1
823,30,0,30,16,0,0,19,0,30,0,30,30,0,0,0,103,1740,4,0,0,0.04,1
824,29,0,29,15,0,0,19,0,30,0,30,29,0,1,0,103,1742,4,3,2,0.04,1
825,29,0,29,16,0,0,19,0,30,0,30,29,0,0,0,103,1744,4,2,2,0.04,1
826,29,0,29,16,0,0,19,0,30,0,30,29,0,0,0,103,1746,4,2,2,0.04,1
827,30,0,30,16,0,0,19,0,30,0,30,30,0,0,0,103,1747,4,0,1,0.04,1
828,30,0,30,16,0,0,19,0,30,0,30,30,0,0,0,103,1749,4,2,2,0.04,1
829,29,0,29,15,0,0,19,0,30,0,30,29,0,1,0,103,1753,4,5,4,0.04,1
830,30,0,30,16,0,0,19,0,30,0,30,30,0,0,0,103,1757,4,3,4,0.04,1
831,30,0,30,16,0,0,19,0,30,0,30,30,0,0,0,103,1757,4,0,0,0.04,1
832,30,0,30,16,0,0,19,0,30,0,30,30,0,0,0,103,1759,4,2,2,0.04,1
833,29,0,29,15,0,0,19,0,30,0,30,29,0,1,0,103,1760,4,2,1,0.04,1
834,29,0,29,16,0,0,19,0,30,0,30,29,0,0,0,103,1765,4,5,5,0.04,1
835,30,0,30,16,0,0,19,0,30,0,30,30,0,0,0,103,1767,4,1,2,0.04,1
836,30,0,30,16,0,0,19,0,30,0,30,30,0,0,0,103,1770,4,3,3,0.04,1
837,30,0,30,16,0,0,19,0,30,0,30,30,0,0,0,103,1770,4,0,0,0.04,1
838,29,0,29,16,0,0,19,0,30,0,30,29,0,0,0,103,1771,4,2,1,0.04,1
839,30,0,30,16,0,0,19,0,30,0,30,30,0,0,0,103,1774,4,2,3,0.04,1
840,30,0,30,16,0,0,19,0,30,0,30,30,0,0,0,103,1776,4,2,2,0.04,1
841,30,1,29,16,1,1,19,0,30,0,30,30,1,0,0,104,1777,4,1,1,0.04,1
842,30,3,27,16,3,3,19,0,30,0,30,30,3,0,0,106,1779,4,2,2,0.04,1
843,29,5,24,15,5,5,19,0,30,0,30,29,5,1,0,108,1782,4,4,3,0.04,1
844,29,5,24,15,5,5,19,0,30,0,30,29,5,1,0,108,1786,4,4,4,0.04,1
845,30,5,25,16,5,5,19,0,30,0,30,30,5,0,0,108,1787,4,0,1,0.04,1
846,29,5,24,15,5,5,19,0,30,0,30,29,5,1,0,108,1788,4,2,1,0.04,1
847,30,5,25,16,5,5,19,0,30,0,30,30,5,0,0,108,1790,4,1,2,0.04,1
848,30,5,25,16,5,5,19,0,30,0,30,30,5,0,0,108,1795,4,5,5,0.04,1
849,30,5,25,16,5,5,19,0,30,0,30,30,5,0,0,108,1797,4,2,2,0.04,1
850,29,5,24,15,5,5,19,0,30,0,30,29,5,1,0,108,1799,4,3,2,0.04,1
851,30,5,25,16,5,5,19,0,30,0,30,30,5,0,0,108,1800,4,0,1,0.04,1
852,30,5,25,16,5,5,19,0,30,0,30,30,5,0,0,108,1801,4,1,1,0.04,1
853,30,5,25,16,5,5,19,0,30,0,30,30,5,0,0,108,1804,4,3,3,0.04,1
854,30,5,25,16,5,5,19,0,30,0,30,30,5,0,0,108,1806,4,2,2,0.04,1
855,30,4,26,16,4,4,19,0,30,0,30,30,4,0,0,108,1807,4,1,1,0.04,1
856,29,2,27,15,2,2,19,0,30,0,30,29,2,1,0,108,1808,4,2,1,0.04,1
857,30,0,30,16,0,0,19,0,30,0,30,30,0,0,0,108,1812,4,3,4,0.04,1
858,30,0,30,16,0,0,19,0,30,0,30,30,0,0,0,108,1816,4,4,4,0.04,1
859,30,0,30,16,0,0,19,0,30,0,30,30,0,0,0,108,1817,4,1,1,0.04,1
860,30,0,30,16,0,0,19,0,30,0,30,30,0,0,0,108,1818,4,1,1,0.04,1
861,30,0,30,16,0,0,19,0,30,0,30,30,0,0,0,108,1820,4,2,2,0.04,1
862,28,0,28,16,0,0,19,0,30,0,30,28,0,0,0,108,1823,4,5,3,0.04,1
863,30,0,30,16,0,0,19,0,30,0,30,30,0,0,0,108,1827,4,2,4,0.04,1
864,30,0,30,16,0,0,19,0,30,0,30,30,0,0,0,108,1829,4,2,2,0.04,1
865,30,0,30,16,0,0,19,0,30,0,30,30,0,0,0,108,1830,4,1,1,0.04,1
866,30,0,30,16,0,0,19,0,30,0,30,30,0,0,0,108,1831,4,1,1,0.04,1
867,30,0,30,16,0,0,19,0,30,0,30,30,0,0,0,108,1834,4,3,3,0.04,1
868,30,0,30,16,0,0,19,0,30,0,30,30,0,0,0,108,1836,4,2,2,0.04,1
869,30,0,30,16,0,0,19,0,30,0,30,30,0,0,0,108,1837,4,1,1,0.04,1
870,30,0,30,16,0,0,19,0,30,0,30,30,0,0,0,108,1838,4,1,1,0.04,1
871,29,3,26,15,3,3,19,0,30,0,30,29,3,1,0,111,1841,4,4,3,0.04,1
872,30,3,27,16,3,3,19,0,30,0,30,30,3,0,0,111,1846,4,4,5,0.04,1
873,29,3,26,15,3,3,19,0,30,0,30,29,3,1,0,111,1846,4,1,0,0.04,1
874,30,3,27,16,3,3,19,0,30,0,30,30,3,0,0,111,1848,4,1,2,0.04,1
875,30,3,27,16,3,3,19,0,30,0,30,30,3,0,0,111,1850,4,2,2,0.04,1
876,30,3,27,16,3,3,19,0,30,0,30,30,3,0,0,111,1853,4,3,3,0.04,1
877,30,3,27,16,3,3,19,0,30,0,30,30,3,0,0,111,1857,4,4,4,0.04,1
878,30,3,27,16,3,3,19,0,30,0,30,30,3,0,0,111,1859,4,2,2,0.04,1
879,30,3,27,16,3,3,19,0,30,0,30,30,3,0,0,111,1860,4,1,1,0.04,1
880,29,3,26,16,3,3,19,0,30,0,30,29,3,0,0,111,1860,4,1,0,0.04,1
881,29,3,26,15,3,3,19,0,30,0,30,29,3,1,0,111,1863,4,3,3,0.04,1
882,30,3,27,16,3,3,19,0,30,0,30,30,3,0,0,111,1866,4,2,3,0.04,1
883,30,3,27,16,3,3,19,0,30,0,30,30,3,0,0,111,1867,4,1,1,0.04,1
884,30,3,27,16,3,3,19,0,30,0,30,30,3,0,0,111,1868,4,1,1,0.04,1
885,30,0,30,16,0,0,19,0,30,0,30,30,0,0,0,111,1871,4,3,3,0.04,1
886,30,0,30,16,0,0,19,0,30,0,30,30,0,0,0,111,1876,4,5,5,0.04,1
887,30,0,30,16,0,0,19,0,30,0,30,30,0,0,0,111,1876,4,0,0,0.04,1
888,30,0,30,16,0,0,19,0,30,0,30,30,0,0,0,111,1878,4,2,2,0.04,1
889,30,0,30,16,0,0,19,0,30,0,30,30,0,0,0,111,1880,4,2,2,0.04,1
890,29,0,29,15,0,0,19,0,30,0,30,29,0,1,0,111,1882,4,3,2,0.04,1
891,30,0,30,16,0,0,19,0,30,0,30,30,0,0,0,111,1887,4,4,5,0.04,1
892,30,0,30,16,0,0,19,0,30,0,30,30,0,0,0,111,1889,4,2,2,0.04,1
893,30,0,30,16,0,0,19,0,30,0,30,30,0,0,0,111,1890,4,1,1,0.04,1
894,30,0,30,16,0,0,19,0,30,0,30,30,0,0,0,111,1890,4,0,0,0.04,1
895,30,0,30,16,0,0,19,0,30,0,30,30,0,0,0,111,1893,4,3,3,0.04,1
896,30,0,30,16,0,0,19,0,30,0,30,30,0,0,0,111,1896,4,3,3,0.04,1
897,30,0,30,16,0,0,19,0,30,0,30,30,0,0,0,111,1897,4,1,1,0.04,1
898,30,0,30,16,0,0,19,0,30,0,30,30,0,0,0,111,1898,4,1,1,0.04,1
899,29,0,29,15,0,0,19,0,30,0,30,29,0,1,0,111,1900,4,3,2,0.04,1
900,29,0,29,16,0,0,19,0,30,0,30,29,0,0,0,111,1905,4,5,5,0.04,1
901,30,1,29,16,1,1,19,0,30,0,30,30,1,0,0,112,1906,4,0,1,0.04,1
902,29,1,28,15,1,1,19,0,30,0,30,29,1,1,0,112,1907,4,2,1,0.04,1
903,30,1,29,16,1,1,19,0,30,0,30,30,1,0,0,112,1910,4,2,3,0.04,1
904,29,1,28,16,1,1,19,0,30,0,30,29,1,0,0,112,1911,4,2,1,0.04,1
905,29,1,28,15,1,1,19,0,30,0,30,29,1,1,0,112,1916,4,5,5,0.04,1
906,29,1,28,15,1,1,19,0,30,0,30,29,1,1,0,112,1918,4,2,2,0.04,1
907,30,1,29,16,1,1,19,0,30,0,30,30,1,0,0,112,1920,4,1,2,0.04,1
908,30,1,29,16,1,1,19,0,30,0,30,30,1,0,0,112,1920,4,0,0,0.04,1
909,29,1,28,16,1,1,19,0,30,0,30,29,1,0,0,112,1922,4,3,2,0.04,1
910,29,1,28,16,1,1,19,0,30,0,30,29,1,0,0,112,1925,4,3,3,0.04,1
911,30,1,29,16,1,1,19,0,30,0,30,30,1,0,0,112,1927,4,1,2,0.04,1
912,30,1,29,16,1,1,19,0,30,0,30,30,1,0,0,112,1928,4,1,1,0.04,1
913,29,1,28,16,1,1,19,0,30,0,30,29,1,0,0,112,1929,4,2,1,0.04,1
914,29,1,28,16,1,1,19,0,30,0,30,29,1,0,0,112,1934,4,5,5,0.04,1
915,30,0,30,16,0,0,19,0,30,0,30,30,0,0,0,112,1936,4,1,2,0.04,1
916,30,0,30,16,0,0,19,0,30,0,30,30,0,0,0,112,1937,4,1,1,0.04,1
917,30,0,30,16,0,0,19,0,30,0,30,30,0,0,0,112,1940,4,3,3,0.04,1
918,30,0,30,16,0,0,19,0,30,0,30,30,0,0,0,112,1941,4,1,1,0.04,1
919,30,0,30,16,0,0,19,0,30,0,30,30,0,0,0,112,1946,4,5,5,0.04,1
920,30,0,30,16,0,0,19,0,30,0,30,30,0,0,0,112,1948,4,2,2,0.04,1
921,30,0,30,16,0,0,19,0,30,0,30,30,0,0,0,112,1950,4,2,2,0.04,1
922,30,0,30,16,0,0,19,0,30,0,30,30,0,0,0,112,1950,4,0,0,0.04,1
923,30,0,30,16,0,0,19,0,30,0,30,30,0,0,0,112,1952,4,2,2,0.04,1
924,30,0,30,16,0,0,19,0,30,0,30,30,0,0,0,112,1955,4,3,3,0.04,1
925,30,0,30,16,0,0,19,0,30,0,30,30,0,0,0,112,1957,4,2,2,0.04,1
926,29,0,29,16,0,0,19,0,30,0,30,29,0,0,0,112,1957,4,1,0,0.04,1
927,30,0,30,16,0,0,19,0,30,0,30,30,0,0,0,112,1959,4,1,2,0.04,1
928,30,0,30,16,0,0,19,0,30,0,30,30,0,0,0,112,1964,4,5,5,0.04,1
929,30,0,30,16,0,0,19,0,30,0,30,30,0,0,0,112,1966,4,2,2,0.04,1
930,30,0,30,16,0,0,19,0,30,0,30,30,0,0,0,112,1967,4,1,1,0.04,1
931,30,3,27,16,3,3,19,0,30,0,30,30,3,0,0,115,1970,4,3,3,0.04,1
932,29,3,26,15,3,3,19,0,30,0,30,29,3,1,0,115,1970,4,1,0,0.04,1
933,29,3,26,16,3,3,19,0,30,0,30,29,3,0,0,115,1975,4,5,5,0.04,1
934,30,3,27,16,3,3,19,0,30,0,30,30,3,0,0,115,1978,4,2,3,0.04,1
935,30,3,27,16,3,3,19,0,30,0,30,30,3,0,0,115,1980,4,2,2,0.04,1
936,30,3,27,16,3,3,19,0,30,0,30,30,3,0,0,115,1980,4,0,0,0.04,1
937,30,3,27,16,3,3,19,0,30,0,30,30,3,0,0,115,1982,4,2,2,0.04,1
938,30,3,27,16,3,3,19,0,30,0,30,30,3,0,0,115,1985,4,3,3,0.04,1
939,29,3,26,16,3,3,19,0,30,0,30,29,3,0,0,115,1986,4,2,1,0.04,1
940,30,3,27,16,3,3,19,0,30,0,30,30,3,0,0,115,1987,4,0,1,0.04,1
941,30,3,27,16,3,3,19,0,30,0,30,30,3,0,0,115,1989,4,2,2,0.04,1
942,29,3,26,15,3,3,19,0,30,0,30,29,3,1,0,115,1993,4,5,4,0.04,1
943,30,3,27,16,3,3,19,0,30,0,30,30,3,0,0,115,1996,4,2,3,0.04,1
944,30,3,27,16,3,3,19,0,30,0,30,30,3,0,0,115,1997,4,1,1,0.04,1
945,29,0,29,15,0,0,19,0,30,0,30,29,0,1,0,115,1999,4,3,2,0.04,1
946,30,0,30,16,0,0,19,0,30,0,30,30,0,0,0,115,2000,4,0,1,0.04,1
947,29,0,29,16,0,0,19,0,30,0,30,29,0,0,0,115,2004,4,5,4,0.04,1
948,29,0,29,16,0,0,19,0,30,0,30,29,0,0,0,115,2007,4,3,3,0.04,1
949,29,0,29,15,0,0,19,0,30,0,30,29,0,1,0,115,2009,4,2,2,0.04,1
950,30,0,30,16,0,0,19,0,30,0,30,30,0,0,0,115,2010,4,0,1,0.04,1
951,29,0,29,16,0,0,19,0,30,0,30,29,0,0,0,115,2011,4,2,1,0.04,1
952,30,0,30,16,0,0,19,0,30,0,30,30,0,0,0,115,2015,4,3,4,0.04,1
953,30,0,30,16,0,0,19,0,30,0,30,30,0,0,0,115,2016,4,1,1,0.04,1
954,30,0,30,16,0,0,19,0,30,0,30,30,0,0,0,115,2017,4,1,1,0.04,1
955,30,0,30,16,0,0,19,0,30,0,30,30,0,0,0,115,2019,4,2,2,0.04,1
956,29,0,29,15,0,0,19,0,30,0,30,29,0,1,0,115,2022,4,4,3,0.04,1
957,30,0,30,16,0,0,19,0,30,0,30,30,0,0,0,115,2026,4,3,4,0.04,1
958,30,0,30,16,0,0,19,0,30,0,30,30,0,0,0,115,2027,4,1,1,0.04,1
959,30,0,30,16,0,0,19,0,30,0,30,30,0,0,0,115,2029,4,2,2,0.04,1
960,30,0,30,16,0,0,19,0,30,0,30,30,0,0,0,115,2030,4,1,1,0.04,1
961,30,4,26,16,4,4,19,0,30,0,30,30,4,0,0,119,2034,4,4,4,0.04,1
962,30,4,26,16,4,4,19,0,30,0,30,30,4,0,0,119,2037,4,3,3,0.04,1
963,30,4,26,16,4,4,19,0,30,0,30,30,4,0,0,119,2039,4,2,2,0.04,1
964,30,4,26,16,4,4,19,0,30,0,30,30,4,0,0,119,2040,4,1,1,0.04,1
965,30,4,26,16,4,4,19,0,30,0,30,30,4,0,0,119,2041,4,1,1,0.04,1
966,29,4,25,15,4,4,19,0,30,0,30,29,4,1,0,119,2044,4,4,3,0.04,1
967,30,4,26,16,4,4,19,0,30,0,30,30,4,0,0,119,2046,4,1,2,0.04,1
968,30,4,26,16,4,4,19,0,30,0,30,30,4,0,0,119,2047,4,1,1,0.04,1
969,30,4,26,16,4,4,19,0,30,0,30,30,4,0,0,119,2049,4,2,2,0.04,1
970,30,4,26,16,4,4,19,0,30,0,30,30,4,0,0,119,2052,4,3,3,0.04,1
971,30,4,26,16,4,4,19,0,30,0,30,30,4,0,0,119,2056,4,4,4,0.04,1
972,30,4,26,16,4,4,19,0,30,0,30,30,4,0,0,119,2057,4,1,1,0.04,1
973,29,4,25,15,4,4,19,0,30,0,30,29,4,1,0,119,2058,4,2,1,0.04,1
974,30,4,26,16,4,4,19,0,30,0,30,30,4,0,0,119,2060,4,1,2,0.04,1
975,28,0,28,16,0,0,19,0,30,0,30,28,0,0,0,119,2062,4,4,2,0.04,1
976,30,0,30,16,0,0,19,0,30,0,30,30,0,0,0,119,2067,4,3,5,0.04,1
977,30,0,30,16,0,0,19,0,30,0,30,30,0,0,0,119,2069,4,2,2,0.04,1
978,30,0,30,16,0,0,19,0,30,0,30,30,0,0,0,119,2070,4,1,1,0.04,1
979,30,0,30,16,0,0,19,0,30,0,30,30,0,0,0,119,2071,4,1,1,0.04,1
980,30,0,30,16,0,0,19,0,30,0,30,30,0,0,0,119,2074,4,3,3,0.04,1
981,30,0,30,16,0,0,19,0,30,0,30,30,0,0,0,119,2076,4,2,2,0.04,1
982,30,0,30,16,0,0,19,0,30,0,30,30,0,0,0,119,2077,4,1,1,0.04,1
983,29,0,29,15,0,0,19,0,30,0,30,29,0,1,0,119,2078,4,2,1,0.04,1
984,29,0,29,15,0,0,19,0,30,0,30,29,0,1,0,119,2081,4,3,3,0.04,1
985,30,0,30,16,0,0,19,0,30,0,30,30,0,0,0,119,2086,4,4,5,0.04,1
986,30,0,30,16,0,0,19,0,30,0,30,30,0,0,0,119,2087,4,1,1,0.04,1
987,30,0,30,16,0,0,19,0,30,0,30,30,0,0,0,119,2088,4,1,1,0.04,1
988,30,0,30,16,0,0,19,0,30,0,30,30,0,0,0,119,2090,4,2,2,0.04,1
989,30,0,30,16,0,0,19,0,30,0,30,30,0,0,0,119,2092,4,2,2,0.04,1
990,30,0,30,16,0,0,19,0,30,0,30,30,0,0,0,119,2097,4,5,5,0.04,1
991,30,2,28,16,2,2,19,0,30,0,30,30,2,0,0,121,2099,4,2,2,0.04,1
992,30,3,27,16,3,3,19,0,30,0,30,30,3,0,0,122,2100,4,1,1,0.04,1
993,30,4,26,16,4,4,19,0,30,0,30,30,4,0,0,123,2101,4,1,1,0.04,1
994,30,7,23,16,7,7,19,0,30,0,30,30,7,0,0,126,2104,4,3,3,0.04,1
995,29,7,22,16,7,7,19,0,30,0,30,29,7,0,0,126,2105,4,2,1,0.04,1
996,30,7,23,16,7,7,19,0,30,0,30,30,7,0,0,126,2107,4,1,2,0.04,1
997,29,7,22,16,7,7,19,0,30,0,30,29,7,0,0,126,2107,4,1,0,0.04,1
998,30,7,23,16,7,7,19,0,30,0,30,30,7,0,0,126,2111,4,3,4,0.04,1
999,29,7,22,16,7,7,19,0,30,0,30,29,7,0,0,126,2115,4,5,4,0.04,1
1000,29,7,22,15,7,7,19,0,30,0,30,29,7,1,0,126,2116,4,1,1,0.04,1
1001,30,7,23,16,7,7,19,0,30,0,30,30,7,0,0,126,2118,4,1,2,0.04,1
1002,30,7,23,16,7,7,19,0,30,0,30,30,7,0,0,126,2120,4,2,2,0.04,1
1003,29,7,22,15,7,7,19,0,30,0,30,29,7,1,0,126,2121,4,2,1,0.04,1
1004,30,7,23,16,7,7,19,0,30,0,30,30,7,0,0,126,2127,4,5,6,0.04,1
1005,30,5,25,16,5,5,19,0,30,0,30,30,5,0,0,126,2129,4,2,2,0.04,1
1006,29,4,25,15,4,4,19,0,30,0,30,29,4,1,0,126,2129,4,1,0,0.04,1
1007,29,3,26,16,3,3,19,0,30,0,30,29,3,0,0,126,2130,4,1,1,0.04,1
1008,30,0,30,16,0,0,19,0,30,0,30,30,0,0,0,126,2134,4,3,4,0.04,1
1009,30,0,30,16,0,0,19,0,30,0,30,30,0,0,0,126,2135,4,1,1,0.04,1
1010,30,0,30,16,0,0,19,0,30,0,30,30,0,0,0,126,2137,4,2,2,0.04,1
1011,30,0,30,16,0,0,19,0,30,0,30,30,0,0,0,126,2137,4,0,0,0.04,1
1012,29,0,29,15,0,0,19,0,30,0,30,29,0,1,0,126,2140,4,4,3,0.04,1
1013,30,0,30,16,0,0,19,0,30,0,30,30,0,0,0,126,2145,4,4,5,0.04,1
1014,30,0,30,16,0,0,19,0,30,0,30,30,0,0,0,126,2146,4,1,1,0.04,1
1015,30,0,30,16,0,0,19,0,30,0,30,30,0,0,0,126,2148,4,2,2,0.04,1
1016,30,0,30,16,0,0,19,0,30,0,30,30,0,0,0,126,2150,4,2,2,0.04,1
1017,30,0,30,16,0,0,19,0,30,0,30,30,0,0,0,126,2151,4,1,1,0.04,1
1018,30,0,30,16,0,0,19,0,30,0,30,30,0,0,0,126,2157,4,6,6,0.04,1
1019,29,0,29,15,0,0,19,0,30,0,30,29,0,1,0,126,2158,4,2,1,0.04,1
1020,30,0,30,16,0,0,19,0,30,0,30,30,0,0,0,126,2159,4,0,1,0.04,1
1021,30,1,29,16,1,1,19,0,30,0,30,30,1,0,0,127,2160,4,1,1,0.04,1
1022,29,4,25,16,4,4,19,0,30,0,30,29,4,0,0,130,2163,4,4,3,0.04,1
1023,30,6,24,16,6,6,19,0,30,0,30,30,6,0,0,132,2165,4,1,2,0.04,1
1024,30,7,23,16,7,7,19,0,30,0,30,30,7,0,0,133,2167,4,2,2,0.04,1
1025,30,7,23,16,7,7,19,0,30,0,30,30,7,0,0,133,2167,4,0,0,0.04,1
1026,30,7,23,16,7,7,19,0,30,0,30,30,7,0,0,133,2170,4,3,3,0.04,1
1027,29,7,22,16,7,7,19,0,30,0,30,29,7,0,0,133,2174,4,5,4,0.04,1
1028,30,7,23,16,7,7,19,0,30,0,30,30,7,0,0,133,2176,4,1,2,0.04,1
1029,30,7,23,16,7,7,19,0,30,0,30,30,7,0,0,133,2178,4,2,2,0.04,1
1030,29,7,22,15,7,7,19,0,30,0,30,29,7,1,0,133,2179,4,2,1,0.04,1
1031,30,7,23,16,7,7,19,0,30,0,30,30,7,0,0,133,2181,4,1,2,0.04,1
1032,30,7,23,16,7,7,19,0,30,0,30,30,7,0,0,133,2187,4,6,6,0.04,1
1033,30,7,23,16,7,7,19,0,30,0,30,30,7,0,0,133,2188,4,1,1,0.04,1
1034,30,7,23,16,7,7,19,0,30,0,30,30,7,0,0,133,2189,4,1,1,0.04,1
1035,30,6,24,16,6,6,19,0,30,0,30,30,6,0,0,133,2190,4,1,1,0.04,1
1036,30,3,27,16,3,3,19,0,30,0,30,30,3,0,0,133,2193,4,3,3,0.04,1
1037,30,1,29,16,1,1,19,0,30,0,30,30,1,0,0,133,2195,4,2,2,0.04,1
1038,29,0,29,16,0,0,19,0,30,0,30,29,0,0,0,133,2196,4,2,1,0.04,1
1039,30,0,30,16,0,0,19,0,30,0,30,30,0,0,0,133,2197,4,0,1,0.04,1
1040,30,0,30,16,0,0,19,0,30,0,30,30,0,0,0,133,2200,4,3,3,0.04,1
1041,29,0,29,15,0,0,19,0,30,0,30,29,0,1,0,133,2203,4,4,3,0.04,1
1042,30,0,30,16,0,0,19,0,30,0,30,30,0,0,0,133,2206,4,2,3,0.04,1
1043,29,0,29,15,0,0,19,0,30,0,30,29,0,1,0,133,2207,4,2,1,0.04,1
