prob_transmission,day,patients,patient_C,patient_S,patient_isolated,patient_positive,patient_preinfection,hcws,hcw_C,goo,goo_C,beds,filled_beds,filled_sick_beds,empty_isolated_beds,daily_hcw_infections,cumulative_sick_patients,cumulative_patients,move2isol,daily_discharges,daily_admissions,iteration
0.04,1018,30.0,0.0,30.0,16.0,0.0,0.0,19.0,0.0,30.0,0.0,30.0,30.0,0.0,0.0,0.0,126.0,2157.0,4.0,6.0,6.0,1.0
0.04,1019,29.0,0.0,29.0,15.0,0.0,0.0,19.0,0.0,30.0,0.0,30.0,29.0,0.0,1.0,0.0,126.0,2158.0,4.0,2.0,1.0,1.0
0.04,1020,30.0,0.0,30.0,16.0,0.0,0.0,19.0,0.0,30.0,0.0,30.0,30.0,0.0,0.0,0.0,126.0,2159.0,4.0,0.0,1.0,1.0
0.04,1021,30.0,1.0,29.0,16.0,1.0,1.0,19.0,0.0,30.0,0.0,30.0,30.0,1.0,0.0,0.0,127.0,2160.0,4.0,1.0,1.0,1.0
0.04,1022,29.0,4.0,25.0,16.0,4.0,4.0,19.0,0.0,30.0,0.0,30.0,29.0,4.0,0.0,0.0,130.0,2163.0,4.0,4.0,3.0,1.0
0.04,1023,30.0,6.0,24.0,16.0,6.0,6.0,19.0,0.0,30.0,0.0,30.0,30.0,6.0,0.0,0.0,132.0,2165.0,4.0,1.0,2.0,1.0
0.04,1024,30.0,7.0,23.0,16.0,7.0,7.0,19.0,0.0,30.0,0.0,30.0,30.0,7.0,0.0,0.0,133.0,2167.0,4.0,2.0,2.0,1.0
0.04,1025,30.0,7.0,23.0,16.0,7.0,7.0,19.0,0.0,30.0,0.0,30.0,30.0,7.0,0.0,0.0,133.0,2167.0,4.0,0.0,0.0,1.0
0.04,1026,30.0,7.0,23.0,16.0,7.0,7.0,19.0,0.0,30.0,0.0,30.0,30.0,7.0,0.0,0.0,133.0,2170.0,4.0,3.0,3.0,1.0
0.04,1027,29.0,7.0,22.0,16.0,7.0,7.0,19.0,0.0,30.0,0.0,30.0,29.0,7.0,0.0,0.0,133.0,2174.0,4.0,5.0,4.0,1.0
0.04,1028,30.0,7.0,23.0,16.0,7.0,7.0,19.0,0.0,30.0,0.0,30.0,30.0,7.0,0.0,0.0,133.0,2176.0,4.0,1.0,2.0,1.0
0.04,1029,30.0,7.0,23.0,16.0,7.0,7.0,19.0,0.0,30.0,0.0,30.0,30.0,7.0,0.0,0.0,133.0,2178.0,4.0,2.0,2.0,1.0
0.04,1030,29.0,7.0,22.0,15.0,7.0,7.0,19.0,0.0,30.0,0.0,30.0,29.0,7.0,1.0,0.0,133.0,2179.0,4.0,2.0,1.0,1.0
0.04,1031,30.0,7.0,23.0,16.0,7.0,7.0,19.0,0.0,30.0,0.0,30.0,30.0,7.0,0.0,0.0,133.0,2181.0,4.0,1.0,2.0,1.0
0.04,1032,30.0,7.0,23.0,16.0,7.0,7.0,19.0,0.0,30.0,0.0,30.0,30.0,7.0,0.0,0.0,133.0,2187.0,4.0,6.0,6.0,1.0
0.04,1033,30.0,7.0,23.0,16.0,7.0,7.0,19.0,0.0,30.0,0.0,30.0,30.0,7.0,0.0,0.0,133.0,2188.0,4.0,1.0,1.0,1.0
0.04,1034,30.0,7.0,23.0,16.0,7.0,7.0,19.0,0.0,30.0,0.0,30.0,30.0,7.0,0.0,0.0,133.0,2189.0,4.0,1.0,1.0,1.0
0.04,1035,30.0,6.0,24.0,16.0,6.0,6.0,19.0,0.0,30.0,0.0,30.0,30.0,6.0,0.0,0.0,133.0,2190.0,4.0,1.0,1.0,1.0
0.04,1036,30.0,3.0,27.0,16.0,3.0,3.0,19.0,0.0,30.0,0.0,30.0,30.0,3.0,0.0,0.0,133.0,2193.0,4.0,3.0,3.0,1.0
0.04,1037,30.0,1.0,29.0,16.0,1.0,1.0,19.0,0.0,30.0,0.0,30.0,30.0,1.0,0.0,0.0,133.0,2195.0,4.0,2.0,2.0,1.0
0.04,1038,29.0,0.0,29.0,16.0,0.0,0.0,19.0,0.0,30.0,0.0,30.0,29.0,0.0,0.0,0.0,133.0,2196.0,4.0,2.0,1.0,1.0
0.04,1039,30.0,0.0,30.0,16.0,0.0,0.0,19.0,0.0,30.0,0.0,30.0,30.0,0.0,0.0,0.0,133.0,2197.0,4.0,0.0,1.0,1.0
0.04,1040,30.0,0.0,30.0,16.0,0.0,0.0,19.0,0.0,30.0,0.0,30.0,30.0,0.0,0.0,0.0,133.0,2200.0,4.0,3.0,3.0,1.0
0.04,1041,29.0,0.0,29.0,15.0,0.0,0.0,19.0,0.0,30.0,0.0,30.0,29.0,0.0,1.0,0.0,133.0,2203.0,4.0,4.0,3.0,1.0
0.04,1042,30.0,0.0,30.0,16.0,0.0,0.0,19.0,0.0,30.0,0.0,30.0,30.0,0.0,0.0,0.0,133.0,2206.0,4.0,2.0,3.0,1.0
0.04,1043,29.0,0.0,29.0,15.0,0.0,0.0,19.0,0.0,30.0,0.0,30.0,29.0,0.0,1.0,0.0,133.0,2207.0,4.0,2.0,1.0,1.0
0.04,1044,30.0,0.0,30.0,16.0,0.0,0.0,19.0,0.0,30.0,0.0,30.0,30.0,0.0,0.0,0.0,133.0,2209.0,4.0,1.0,2.0,1.0
0.04,1045,29.0,0.0,29.0,15.0,0.0,0.0,19.0,0.0,30.0,0.0,30.0,29.0,0.0,1.0,0.0,133.0,2210.0,4.0,2.0,1.0,1.0
0.04,1046,29.0,0.0,29.0,16.0,0.0,0.0,19.0,0.0,30.0,0.0,30.0,29.0,0.0,0.0,0.0,133.0,2216.0,4.0,6.0,6.0,1.0
0.04,1047,30.0,0.0,30.0,16.0,0.0,0.0,19.0,0.0,30.0,0.0,30.0,30.0,0.0,0.0,0.0,133.0,2218.0,4.0,1.0,2.0,1.0
0.04,1048,30.0,0.0,30.0,16.0,0.0,0.0,19.0,0.0,30.0,0.0,30.0,30.0,0.0,0.0,0.0,133.0,2219.0,4.0,1.0,1.0,1.0
0.04,1049,30.0,0.0,30.0,16.0,0.0,0.0,19.0,0.0,30.0,0.0,30.0,30.0,0.0,0.0,0.0,133.0,2220.0,4.0,1.0,1.0,1.0
0.04,1050,30.0,0.0,30.0,16.0,0.0,0.0,19.0,0.0,30.0,0.0,30.0,30.0,0.0,0.0,0.0,133.0,2223.0,4.0,3.0,3.0,1.0
0.04,1051,30.0,2.0,28.0,16.0,1.0,2.0,19.0,0.0,30.0,0.0,30.0,30.0,1.0,0.0,0.0,135.0,2225.0,4.0,2.0,2.0,1.0
0.04,1052,29.0,2.0,27.0,16.0,2.0,2.0,19.0,0.0,30.0,0.0,30.0,29.0,2.0,0.0,0.0,135.0,2225.0,4.0,1.0,0.0,1.0
0.04,1053,30.0,3.0,27.0,16.0,3.0,3.0,19.0,0.0,30.0,0.0,30.0,30.0,3.0,0.0,0.0,136.0,2227.0,4.0,1.0,2.0,1.0
0.04,1054,29.0,3.0,26.0,16.0,3.0,3.0,19.0,0.0,30.0,0.0,30.0,29.0,3.0,0.0,0.0,136.0,2229.0,4.0,3.0,2.0,1.0
0.04,1055,30.0,3.0,27.0,16.0,3.0,3.0,19.0,0.0,30.0,0.0,30.0,30.0,3.0,0.0,0.0,136.0,2233.0,4.0,3.0,4.0,1.0
0.04,1056,30.0,3.0,27.0,16.0,3.0,3.0,19.0,0.0,30.0,0.0,30.0,30.0,3.0,0.0,0.0,136.0,2236.0,4.0,3.0,3.0,1.0
0.04,1057,30.0,3.0,27.0,16.0,3.0,3.0,19.0,0.0,30.0,0.0,30.0,30.0,3.0,0.0,0.0,136.0,2237.0,4.0,1.0,1.0,1.0
0.04,1058,30.0,3.0,27.0,16.0,3.0,3.0,19.0,0.0,30.0,0.0,30.0,30.0,3.0,0.0,0.0,136.0,2239.0,4.0,2.0,2.0,1.0
0.04,1059,30.0,3.0,27.0,16.0,3.0,3.0,19.0,0.0,30.0,0.0,30.0,30.0,3.0,0.0,0.0,136.0,2240.0,4.0,1.0,1.0,1.0
0.04,1060,28.0,3.0,25.0,15.0,3.0,3.0,19.0,0.0,30.0,0.0,30.0,28.0,3.0,1.0,0.0,136.0,2244.0,4.0,6.0,4.0,1.0
0.04,1061,30.0,3.0,27.0,16.0,3.0,3.0,19.0,0.0,30.0,0.0,30.0,30.0,3.0,0.0,0.0,136.0,2248.0,4.0,2.0,4.0,1.0
0.04,1062,30.0,3.0,27.0,16.0,3.0,3.0,19.0,0.0,30.0,0.0,30.0,30.0,3.0,0.0,0.0,136.0,2249.0,4.0,1.0,1.0,1.0
0.04,1063,30.0,3.0,27.0,16.0,3.0,3.0,19.0,0.0,30.0,0.0,30.0,30.0,3.0,0.0,0.0,136.0,2250.0,4.0,1.0,1.0,1.0
0.04,1064,29.0,3.0,26.0,15.0,3.0,3.0,19.0,0.0,30.0,0.0,30.0,29.0,3.0,1.0,0.0,136.0,2252.0,4.0,3.0,2.0,1.0
0.04,1065,29.0,1.0,28.0,15.0,1.0,1.0,19.0,0.0,30.0,0.0,30.0,29.0,1.0,1.0,0.0,136.0,2254.0,4.0,2.0,2.0,1.0
0.04,1066,30.0,1.0,29.0,16.0,1.0,1.0,19.0,0.0,30.0,0.0,30.0,30.0,1.0,0.0,0.0,136.0,2255.0,4.0,0.0,1.0,1.0
0.04,1067,30.0,0.0,30.0,16.0,0.0,0.0,19.0,0.0,30.0,0.0,30.0,30.0,0.0,0.0,0.0,136.0,2257.0,4.0,2.0,2.0,1.0
0.04,1068,30.0,0.0,30.0,16.0,0.0,0.0,19.0,0.0,30.0,0.0,30.0,30.0,0.0,0.0,0.0,136.0,2259.0,4.0,2.0,2.0,1.0
0.04,1069,30.0,0.0,30.0,16.0,0.0,0.0,19.0,0.0,30.0,0.0,30.0,30.0,0.0,0.0,0.0,136.0,2263.0,4.0,4.0,4.0,1.0
0.04,1070,29.0,0.0,29.0,16.0,0.0,0.0,19.0,0.0,30.0,0.0,30.0,29.0,0.0,0.0,0.0,136.0,2265.0,4.0,3.0,2.0,1.0
0.04,1071,30.0,0.0,30.0,16.0,0.0,0.0,19.0,0.0,30.0,0.0,30.0,30.0,0.0,0.0,0.0,136.0,2267.0,4.0,1.0,2.0,1.0
0.04,1072,29.0,0.0,29.0,15.0,0.0,0.0,19.0,0.0,30.0,0.0,30.0,29.0,0.0,1.0,0.0,136.0,2268.0,4.0,2.0,1.0,1.0
0.04,1073,30.0,0.0,30.0,16.0,0.0,0.0,19.0,0.0,30.0,0.0,30.0,30.0,0.0,0.0,0.0,136.0,2270.0,4.0,1.0,2.0,1.0
0.04,1074,30.0,0.0,30.0,16.0,0.0,0.0,19.0,0.0,30.0,0.0,30.0,30.0,0.0,0.0,0.0,136.0,2274.0,4.0,4.0,4.0,1.0
0.04,1075,30.0,0.0,30.0,16.0,0.0,0.0,19.0,0.0,30.0,0.0,30.0,30.0,0.0,0.0,0.0,136.0,2278.0,4.0,4.0,4.0,1.0
0.04,1076,30.0,0.0,30.0,16.0,0.0,0.0,19.0,0.0,30.0,0.0,30.0,30.0,0.0,0.0,0.0,136.0,2279.0,4.0,1.0,1.0,1.0
0.04,1077,30.0,0.0,30.0,16.0,0.0,0.0,19.0,0.0,30.0,0.0,30.0,30.0,0.0,0.0,0.0,136.0,2280.0,4.0,1.0,1.0,1.0
0.04,1078,30.0,0.0,30.0,16.0,0.0,0.0,19.0,0.0,30.0,0.0,30.0,30.0,0.0,0.0,0.0,136.0,2282.0,4.0,2.0,2.0,1.0
0.04,1079,30.0,0.0,30.0,16.0,0.0,0.0,19.0,0.0,30.0,0.0,30.0,30.0,0.0,0.0,0.0,136.0,2284.0,4.0,2.0,2.0,1.0
0.04,1080,30.0,0.0,30.0,16.0,0.0,0.0,19.0,0.0,30.0,0.0,30.0,30.0,0.0,0.0,0.0,136.0,2285.0,4.0,1.0,1.0,1.0
